job_id,job_title,salary_usd,experience_level,company_location,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,company_name,
AI00197,Principal Data Scientist,49644,EN,China,Canada,100,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,Future Systems,
AI00198,AI Product Manager,89115,SE,South Korea,South Korea,50,"MLOps, Python, Linux, NLP",Master,7,Energy,Neural Networks Co,
AI00199,AI Software Engineer,38540,EN,Austria,Austria,0,"Linux, Kubernetes, Spark, Java",Associate,1,Technology,Smart Analytics,
AI00200,AI Product Manager,180252,SE,United States,United States,50,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",Master,7,Telecommunications,Future Systems,
AI00201,Robotics Engineer,56585,EN,Netherlands,Netherlands,0,"MLOps, Java, AWS, NLP, PyTorch",Master,1,Gaming,Cloud AI Solutions,
AI00202,AI Specialist,103942,SE,Sweden,Sweden,0,"Statistics, Python, TensorFlow",PhD,5,Education,Smart Analytics,
AI00203,Autonomous Systems Engineer,176009,SE,United Kingdom,United Kingdom,50,"PyTorch, SQL, TensorFlow, Git, Azure",Bachelor,9,Automotive,Quantum Computing Inc,
AI00204,AI Specialist,59056,MI,Ireland,Ireland,50,"Scala, SQL, Deep Learning, Statistics, GCP",Associate,2,Healthcare,Predictive Systems,
AI00205,AI Consultant,76940,MI,Austria,Austria,0,"AWS, Scala, Docker",Associate,3,Transportation,Cognitive Computing,
AI00206,Machine Learning Engineer,110341,SE,United Kingdom,Canada,0,"Spark, Kubernetes, Mathematics",PhD,7,Retail,Smart Analytics,
AI00207,Data Scientist,102922,MI,United Kingdom,United Kingdom,0,"Python, SQL, Git",Associate,4,Government,Digital Transformation LLC,
AI00208,Machine Learning Researcher,44130,EN,Japan,Switzerland,0,"Python, GCP, Docker, Git, Java",Master,0,Technology,DataVision Ltd,
AI00209,Data Engineer,128112,SE,Singapore,Singapore,100,"Mathematics, Hadoop, Tableau",Associate,5,Telecommunications,Quantum Computing Inc,
AI00210,Data Analyst,48892,EN,France,Ireland,100,"Linux, Python, NLP",Bachelor,0,Consulting,DataVision Ltd,
AI00211,Research Scientist,127478,MI,United Kingdom,United Kingdom,50,"Java, Docker, Hadoop",Master,4,Transportation,DataVision Ltd,
AI00212,AI Research Scientist,100524,SE,Finland,Finland,0,"Python, Kubernetes, Statistics, TensorFlow",PhD,6,Gaming,TechCorp Inc,
AI00213,Deep Learning Engineer,45429,EN,Japan,Netherlands,0,"GCP, Deep Learning, Python, MLOps",Associate,0,Gaming,Algorithmic Solutions,
AI00214,ML Ops Engineer,62262,MI,Austria,France,100,"R, SQL, AWS, MLOps, Data Visualization",Bachelor,4,Healthcare,AI Innovations,
AI00215,AI Specialist,68595,MI,China,China,50,"Azure, Python, TensorFlow, Data Visualization",Master,4,Manufacturing,Machine Intelligence Group,
AI00216,AI Software Engineer,301038,EX,Norway,Norway,50,"GCP, Azure, Deep Learning, Spark, SQL",PhD,18,Media,Cognitive Computing,
AI00217,Robotics Engineer,46253,EN,China,China,0,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",Associate,1,Government,DataVision Ltd,
AI00218,NLP Engineer,59644,EN,Australia,Australia,0,"R, Docker, GCP, Java",Associate,0,Consulting,Future Systems,
AI00219,Principal Data Scientist,53960,MI,Finland,Finland,0,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",Master,3,Telecommunications,Digital Transformation LLC,
AI00220,Computer Vision Engineer,94894,EN,Netherlands,Netherlands,50,"AWS, Hadoop, Python, Scala, Computer Vision",Associate,1,Real Estate,Autonomous Tech,
AI00221,Autonomous Systems Engineer,91611,SE,Israel,Israel,0,"PyTorch, SQL, Kubernetes",Associate,5,Finance,Digital Transformation LLC,
AI00222,NLP Engineer,285880,EX,Netherlands,Canada,50,"SQL, Linux, Tableau, MLOps, Spark",Master,18,Finance,Smart Analytics,
AI00223,AI Architect,115263,MI,United Kingdom,United Kingdom,50,"Mathematics, Hadoop, Scala, NLP, Kubernetes",Bachelor,3,Finance,Machine Intelligence Group,
AI00224,Research Scientist,51882,MI,China,China,50,"Scala, R, SQL",Associate,3,Technology,Quantum Computing Inc,
AI00225,Data Scientist,82051,MI,Germany,Canada,100,"Java, Python, MLOps, Docker",Master,2,Automotive,Predictive Systems,
AI00226,ML Ops Engineer,122331,SE,Canada,Canada,0,"SQL, NLP, Python",PhD,5,Retail,Cognitive Computing,
AI00227,AI Product Manager,159643,SE,United States,United States,100,"Data Visualization, Linux, GCP, Hadoop",Master,5,Gaming,Digital Transformation LLC,
AI00228,Research Scientist,254305,EX,United Kingdom,United Kingdom,50,"Hadoop, Python, Linux, Mathematics",Bachelor,15,Transportation,DeepTech Ventures,
AI00229,Data Analyst,52027,MI,South Korea,South Korea,100,"Kubernetes, Linux, Tableau, MLOps, Statistics",Master,2,Retail,Smart Analytics,
AI00230,Robotics Engineer,43072,EN,India,United Kingdom,100,"Docker, PyTorch, Spark, TensorFlow, NLP",Associate,0,Energy,Future Systems,
AI00231,Research Scientist,87011,MI,France,India,50,"Tableau, Linux, PyTorch, Java, AWS",PhD,4,Gaming,Future Systems,
AI00232,AI Research Scientist,36734,EN,China,China,100,"Azure, Python, Mathematics",Master,1,Media,AI Innovations,
AI00233,Head of AI,84897,MI,Ireland,Ireland,0,"TensorFlow, Linux, Deep Learning, Hadoop",Associate,3,Manufacturing,TechCorp Inc,
AI00234,AI Research Scientist,173839,SE,United States,United States,100,"TensorFlow, Azure, Tableau, Data Visualization, Hadoop",Bachelor,5,Government,Neural Networks Co,
AI00235,ML Ops Engineer,59357,EN,South Korea,Israel,0,"NLP, Tableau, Kubernetes, SQL, GCP",Master,0,Transportation,DeepTech Ventures,
AI00236,Data Scientist,51431,EN,Austria,United Kingdom,100,"Scala, Python, Data Visualization",Associate,0,Transportation,Digital Transformation LLC,
AI00237,Autonomous Systems Engineer,96506,SE,Ireland,Ireland,100,"Hadoop, Spark, Kubernetes, Scala",PhD,5,Finance,Cloud AI Solutions,
AI00238,Data Analyst,59198,EN,Canada,Switzerland,50,"Linux, Kubernetes, Data Visualization, TensorFlow, Docker",Master,1,Manufacturing,Algorithmic Solutions,
AI00239,Machine Learning Engineer,223757,EX,Germany,Germany,0,"Git, Statistics, Data Visualization, Python, Scala",PhD,12,Education,Smart Analytics,
AI00240,Deep Learning Engineer,74322,EN,France,France,0,"Hadoop, Spark, Tableau, R, Python",Bachelor,1,Gaming,Advanced Robotics,
AI00241,Research Scientist,120749,MI,United States,Netherlands,50,"TensorFlow, MLOps, Kubernetes, SQL, Java",Associate,2,Retail,Cognitive Computing,
AI00242,NLP Engineer,138212,EX,Finland,Finland,50,"Hadoop, Azure, Java, MLOps",Master,15,Media,Future Systems,
AI00243,Robotics Engineer,199039,EX,Canada,Canada,0,"Git, Docker, Statistics, Mathematics",Master,15,Real Estate,AI Innovations,
AI00244,AI Specialist,105699,SE,Singapore,Sweden,0,"Spark, Git, Hadoop",PhD,6,Healthcare,AI Innovations,
AI00245,Research Scientist,38497,EN,Japan,Japan,100,"Python, Mathematics, PyTorch, Spark",Bachelor,0,Consulting,DataVision Ltd,
AI00246,AI Product Manager,63141,MI,Japan,Japan,100,"R, Azure, MLOps",Associate,3,Manufacturing,Digital Transformation LLC,
AI00247,AI Specialist,87871,SE,Austria,United Kingdom,100,"Git, Statistics, Mathematics, Hadoop, Java",Master,9,Telecommunications,AI Innovations,
AI00248,Research Scientist,255678,EX,United States,Australia,0,"SQL, Statistics, Mathematics, TensorFlow, GCP",Bachelor,18,Telecommunications,DataVision Ltd,
AI00249,Data Analyst,132056,SE,Netherlands,Netherlands,0,"Java, Azure, Tableau, Python",Master,7,Gaming,Digital Transformation LLC,
AI00250,AI Research Scientist,146085,SE,United States,United States,100,"Git, Scala, NLP, Python",Associate,6,Technology,Cognitive Computing,
AI00251,Data Engineer,85037,MI,Sweden,Sweden,50,"PyTorch, Python, Deep Learning, SQL, MLOps",Master,3,Finance,DeepTech Ventures,
AI00252,AI Product Manager,42661,EN,Ireland,Ireland,0,"Python, Linux, Tableau, SQL, MLOps",Bachelor,1,Finance,Digital Transformation LLC,
AI00253,Deep Learning Engineer,119706,SE,Israel,Israel,50,"TensorFlow, Hadoop, Python, Java, Docker",Associate,7,Retail,Neural Networks Co,
AI00254,Computer Vision Engineer,110064,EX,Finland,Singapore,100,"PyTorch, Java, Kubernetes",Bachelor,10,Finance,Smart Analytics,
AI00255,Research Scientist,91090,SE,China,China,100,"Azure, PyTorch, NLP, TensorFlow",Associate,9,Telecommunications,Smart Analytics,
AI00256,Principal Data Scientist,80307,MI,France,Norway,50,"Spark, Java, GCP",Master,4,Retail,Advanced Robotics,
AI00257,AI Product Manager,107321,MI,Germany,Ireland,0,"SQL, Python, GCP",Master,3,Technology,Autonomous Tech,
AI00258,Head of AI,59373,EN,Austria,Austria,0,"Python, GCP, Mathematics, Scala, Deep Learning",PhD,0,Gaming,DataVision Ltd,
AI00259,Machine Learning Researcher,65191,EN,France,France,0,"GCP, Python, Azure, Scala",Master,0,Education,Predictive Systems,
AI00260,Robotics Engineer,152969,EX,Austria,Austria,0,"TensorFlow, PyTorch, Spark",Associate,16,Government,Advanced Robotics,
AI00261,Research Scientist,147893,SE,Switzerland,Switzerland,50,"R, Python, Data Visualization, TensorFlow",Associate,8,Healthcare,Predictive Systems,
AI00262,Principal Data Scientist,69807,EN,United States,United States,0,"Data Visualization, Scala, Python, SQL, Linux",Bachelor,0,Transportation,Smart Analytics,
AI00263,AI Software Engineer,67824,EN,United Kingdom,Switzerland,0,"Java, AWS, GCP, Spark",Bachelor,0,Gaming,Quantum Computing Inc,
AI00264,Data Engineer,141523,EX,South Korea,South Korea,0,"AWS, Mathematics, Linux",Associate,10,Manufacturing,Future Systems,
AI00265,Data Analyst,122796,SE,India,India,100,"Scala, AWS, Spark, Deep Learning",PhD,9,Healthcare,Digital Transformation LLC,
AI00266,AI Consultant,81885,MI,United States,United States,0,"Scala, GCP, MLOps, Python, Computer Vision",PhD,3,Retail,Cloud AI Solutions,
AI00267,Data Analyst,118505,SE,United Kingdom,United Kingdom,50,"Scala, Mathematics, MLOps, Python",Bachelor,5,Government,Predictive Systems,
AI00268,Robotics Engineer,133565,SE,United States,South Korea,100,"R, Git, Statistics, Spark, Python",Master,5,Media,Cognitive Computing,
AI00269,Data Analyst,60019,EN,United Kingdom,United Kingdom,100,"Java, Kubernetes, Tableau",PhD,1,Government,Cognitive Computing,
AI00270,ML Ops Engineer,76875,EN,United States,Switzerland,0,"Docker, Hadoop, PyTorch, Python, Java",Bachelor,0,Transportation,Algorithmic Solutions,
AI00271,Deep Learning Engineer,64400,EN,Australia,Australia,0,"AWS, R, Python",Bachelor,1,Transportation,AI Innovations,
AI00272,Autonomous Systems Engineer,68857,MI,Japan,Japan,0,"MLOps, Data Visualization, Deep Learning, Python",Master,3,Government,Quantum Computing Inc,
AI00273,Computer Vision Engineer,97840,SE,Ireland,Switzerland,100,"R, Linux, AWS",Bachelor,7,Technology,Future Systems,
AI00274,Machine Learning Engineer,168619,EX,Sweden,China,100,"Azure, Git, SQL, NLP, Docker",Bachelor,18,Automotive,Predictive Systems,
AI00275,Machine Learning Researcher,118132,SE,United Kingdom,United Kingdom,100,"Git, NLP, MLOps",Associate,8,Education,Cloud AI Solutions,
AI00276,Principal Data Scientist,81112,SE,India,Canada,100,"Java, Git, Data Visualization, SQL, Kubernetes",PhD,7,Consulting,Digital Transformation LLC,
AI00277,Head of AI,111502,MI,United Kingdom,United Kingdom,0,"Git, Java, MLOps",Master,4,Energy,Predictive Systems,
AI00278,NLP Engineer,151610,SE,United States,United States,100,"TensorFlow, Kubernetes, Git, Computer Vision, Statistics",Associate,5,Retail,Cloud AI Solutions,
AI00279,Machine Learning Engineer,95128,SE,Austria,Austria,100,"Linux, Statistics, MLOps, Computer Vision, Deep Learning",Bachelor,7,Government,Future Systems,
AI00280,Machine Learning Engineer,136733,SE,United Kingdom,United Kingdom,0,"Tableau, GCP, SQL, MLOps",PhD,8,Gaming,Smart Analytics,
AI00281,ML Ops Engineer,69822,MI,China,United Kingdom,50,"GCP, R, Python, Kubernetes",Bachelor,3,Finance,Quantum Computing Inc,
AI00282,Machine Learning Researcher,88380,EN,Switzerland,Switzerland,50,"Azure, Python, Data Visualization",Bachelor,0,Automotive,Neural Networks Co,
AI00283,NLP Engineer,199482,EX,France,France,50,"PyTorch, Scala, NLP, GCP",Bachelor,18,Transportation,TechCorp Inc,
AI00284,Deep Learning Engineer,56268,MI,Austria,Austria,50,"Java, Hadoop, Deep Learning, TensorFlow",Bachelor,4,Automotive,TechCorp Inc,
AI00285,Data Engineer,142301,EX,France,France,50,"Deep Learning, Statistics, Docker",Master,12,Telecommunications,Future Systems,
AI00286,NLP Engineer,178371,EX,India,India,0,"Spark, Python, Tableau",Associate,15,Energy,DeepTech Ventures,
AI00287,Computer Vision Engineer,157412,EX,Israel,Israel,50,"Tableau, SQL, MLOps, PyTorch",Associate,12,Government,Cognitive Computing,
AI00288,AI Software Engineer,250562,EX,Switzerland,Switzerland,0,"Docker, TensorFlow, Hadoop, Git, Scala",Associate,12,Government,Cognitive Computing,
AI00289,Data Engineer,167401,EX,Ireland,Canada,50,"Tableau, AWS, NLP, Scala",Bachelor,14,Manufacturing,AI Innovations,
AI00290,Computer Vision Engineer,85328,EN,Germany,Denmark,0,"Git, SQL, Spark, MLOps",Bachelor,0,Consulting,Smart Analytics,
AI00291,AI Consultant,94160,SE,Ireland,South Korea,100,"Tableau, Linux, SQL, Spark, GCP",Associate,5,Automotive,Future Systems,
AI00292,NLP Engineer,147732,EX,Japan,Japan,100,"Hadoop, SQL, Computer Vision",Master,17,Gaming,Neural Networks Co,
AI00293,Autonomous Systems Engineer,50749,EN,Canada,Canada,50,"SQL, MLOps, Data Visualization, Scala, Git",Master,0,Government,Predictive Systems,
AI00294,AI Consultant,222223,EX,Netherlands,Netherlands,0,"Data Visualization, Hadoop, Scala, AWS",PhD,19,Retail,Predictive Systems,
AI00295,Data Analyst,47958,EN,Finland,Finland,50,"Mathematics, Scala, MLOps, SQL",Bachelor,0,Gaming,Advanced Robotics,
AI00296,Data Scientist,52877,EN,Israel,Israel,50,"R, SQL, Scala",PhD,1,Retail,Future Systems,
AI00297,AI Research Scientist,138782,EX,Finland,Finland,0,"Git, AWS, PyTorch",Bachelor,19,Finance,DeepTech Ventures,
AI00298,AI Specialist,66150,SE,Ireland,Ireland,100,"Computer Vision, SQL, Java, GCP",Master,5,Finance,TechCorp Inc,
AI00299,Principal Data Scientist,178470,EX,Australia,Singapore,100,"Python, TensorFlow, Git, PyTorch, MLOps",PhD,18,Energy,Quantum Computing Inc,
AI00300,Deep Learning Engineer,62936,MI,China,Canada,100,"AWS, SQL, Azure",Bachelor,3,Technology,AI Innovations,
AI00301,Machine Learning Engineer,159003,EX,Japan,Japan,50,"Mathematics, R, MLOps",PhD,11,Real Estate,Predictive Systems,
AI00302,Computer Vision Engineer,98694,EX,China,China,50,"R, Python, Azure, Java",Master,15,Education,Predictive Systems,
AI00303,Data Engineer,50471,EN,China,China,100,"Kubernetes, Scala, Data Visualization",Bachelor,1,Energy,DataVision Ltd,
AI00304,AI Software Engineer,104460,MI,Sweden,Netherlands,0,"Deep Learning, Kubernetes, SQL",Bachelor,3,Transportation,Predictive Systems,
AI00305,Research Scientist,63711,EN,Australia,India,0,"Kubernetes, Scala, PyTorch, AWS, Docker",Master,0,Healthcare,Future Systems,
AI00306,Data Analyst,64384,EN,Australia,Finland,0,"Python, Kubernetes, Scala, Linux",PhD,0,Consulting,Smart Analytics,
AI00307,AI Architect,223296,SE,Denmark,Australia,0,"Git, Python, Scala, AWS",Master,5,Healthcare,Neural Networks Co,
AI00308,Autonomous Systems Engineer,73372,SE,Finland,Finland,50,"Hadoop, GCP, MLOps, Statistics",PhD,9,Real Estate,Advanced Robotics,
AI00309,Machine Learning Researcher,92458,MI,France,France,50,"Hadoop, Python, Kubernetes",Associate,3,Manufacturing,Digital Transformation LLC,
AI00310,AI Product Manager,80483,MI,Finland,Finland,50,"Git, Python, TensorFlow, SQL",Bachelor,2,Government,Algorithmic Solutions,
AI00311,Machine Learning Researcher,71730,MI,China,Germany,100,"Linux, GCP, Statistics, NLP, Azure",PhD,2,Technology,DeepTech Ventures,
AI00312,Machine Learning Researcher,186565,EX,Norway,Israel,0,"R, Git, Computer Vision",Master,19,Retail,Cognitive Computing,
AI00313,Robotics Engineer,114225,SE,Finland,Finland,50,"Linux, SQL, PyTorch, NLP, Git",Master,9,Consulting,Cloud AI Solutions,
AI00314,AI Software Engineer,160286,EX,Canada,South Korea,0,"SQL, Computer Vision, Linux, Data Visualization, Git",PhD,19,Retail,TechCorp Inc,
AI00315,Head of AI,60957,MI,Ireland,Ireland,100,"Python, Spark, TensorFlow",PhD,4,Real Estate,Future Systems,
AI00316,Autonomous Systems Engineer,90148,MI,Canada,Canada,50,"Java, MLOps, TensorFlow",PhD,4,Real Estate,Smart Analytics,
AI00317,Data Analyst,105723,SE,Sweden,India,50,"NLP, SQL, Python",Bachelor,5,Education,TechCorp Inc,
AI00318,Data Scientist,388754,EX,Switzerland,United States,0,"Docker, Python, Mathematics",Master,16,Transportation,DeepTech Ventures,
AI00319,AI Consultant,45129,EN,China,China,50,"Kubernetes, Mathematics, Git, PyTorch",Master,1,Technology,Cloud AI Solutions,
AI00320,Data Engineer,68001,MI,France,France,100,"Python, TensorFlow, Tableau, Linux, Java",Master,2,Technology,Neural Networks Co,
AI00321,Robotics Engineer,51736,EN,Japan,India,50,"Spark, Data Visualization, SQL, TensorFlow, GCP",Master,0,Government,TechCorp Inc,
AI00322,Data Scientist,112035,SE,Canada,Canada,50,"Python, Mathematics, Deep Learning, TensorFlow, AWS",Associate,8,Consulting,DataVision Ltd,
AI00323,Data Engineer,55619,EN,France,France,100,"Linux, R, Scala",PhD,1,Gaming,Cognitive Computing,
AI00324,AI Research Scientist,56796,EN,Ireland,Ireland,50,"Python, TensorFlow, Tableau",Associate,1,Gaming,Cognitive Computing,
AI00325,Robotics Engineer,61808,EN,Sweden,Sweden,0,"SQL, PyTorch, Azure",Master,0,Healthcare,TechCorp Inc,
AI00326,AI Consultant,78751,MI,Singapore,Netherlands,100,"PyTorch, SQL, Java, Git",Master,3,Gaming,TechCorp Inc,
AI00327,AI Architect,238449,EX,United States,United States,50,"Scala, Linux, Docker, Git",Associate,15,Gaming,Cloud AI Solutions,
AI00328,AI Research Scientist,81908,EN,Australia,Australia,100,"Mathematics, PyTorch, Azure",Associate,0,Consulting,Predictive Systems,
AI00329,Machine Learning Engineer,79556,SE,India,India,100,"Scala, Linux, Python",Master,7,Consulting,DataVision Ltd,
AI00330,NLP Engineer,70609,EN,Canada,Denmark,100,"Data Visualization, PyTorch, SQL, Computer Vision, GCP",Bachelor,1,Healthcare,Digital Transformation LLC,
AI00331,Principal Data Scientist,100354,MI,United Kingdom,Switzerland,100,"Deep Learning, SQL, Data Visualization, NLP, Tableau",Master,2,Government,Autonomous Tech,
AI00332,NLP Engineer,62606,MI,Canada,Canada,100,"Kubernetes, Java, Computer Vision",Master,3,Technology,AI Innovations,
AI00333,NLP Engineer,44279,EN,Israel,Austria,0,"Tableau, Linux, Java, Kubernetes, Computer Vision",PhD,1,Technology,Algorithmic Solutions,
AI00334,Research Scientist,36995,EN,Finland,Finland,0,"Statistics, Git, Data Visualization",Bachelor,0,Technology,Future Systems,
AI00335,Principal Data Scientist,193149,EX,Germany,Germany,50,"PyTorch, SQL, AWS, Spark",Associate,15,Consulting,Autonomous Tech,
AI00336,Data Scientist,88722,MI,Sweden,Sweden,100,"R, Kubernetes, TensorFlow, Data Visualization",PhD,3,Government,Digital Transformation LLC,
AI00337,Data Scientist,145098,SE,Netherlands,Netherlands,100,"TensorFlow, AWS, Git, Azure",Master,8,Gaming,Predictive Systems,
